Nationality
American
American?
Argentine
Armenian
Australian
Austrian
Austrian?
Belgian
Bohemian
Brazilian
British
Burmese
Canadian
Chilean
Chinese
Cuban
Czechoslovakian
Danish
Dutch
English
English?
European
Flemish
French
German
German and French
German?
Greek
Indian
Iranian
Irish
Israeli
Italian
Italian or Spanish
Italian-Swiss
Italian?
Japanese
Javanese
Luxembourgeois
Mexican
Nationality
Norwegian
Panamanian
Persian
Peruvian?
Polish
Puerto Rican
Roman
Russian
Scottish
South African
South American?
Spanish
Spanish (New Spain)
Swedish
Swiss
Taiwanese
Turkish
Unknown
Uruguayan
Venezuelan
Welsh
Yugoslavian
