ObjectID,ComponentID,ComponentNumber,HomeLocationID,CurLocationID,CurSite,CurRoom,CurUnitType,CurUnitNumber,CurUnitPosition,CurLevel,CurContainer,TempFlag,TempText,TempTicklerDate,TransCodeID,TransDate,Handler,PrevLocationID,PrevSite,PrevRoom,PrevUnitType,PrevUnitNumber,PrevUnitPostion,PrevLevel,PrevContainer,Description
6707,6707,1967.54.68,15414,15414,GA,G-101,,,,0,,0,inv:Reed Anderson,intern,1900-01-01 00:00:00,3,1997-11-25 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
6962,6962,1967.14.150,15414,15414,GA,G-101,,,,0,,0,inv:Reed Anderson,intern,1900-01-01 00:00:00,3,1997-11-25 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
8060,8060,1915.11.28,-1,15493,GA,G-173,,,,,,1,II/1 GIFT OF FRANCE,,1,1996-06-19 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
8190,8190,TL.9.1979,-1,15992,GA,III,191,,,0,,1,,1900-01-01 00:00:00,1,2001-03-02 00:00:00,,15991,GA,III,190,,,,,
9472,9472,1974.28.52,-1,8337,PS1,FS,VII,,,0,,1,Returned from UMD Mural Loan,,1,2009-07-31 00:00:00,J. P. Concha,5780,HISTORICAL LOCATION,,,,,,,
9906,9906,1983.90.64,15835,15835,GA,I,,,,0,,0,inv:Olin Dows; K.Kertsos, intern,1900-01-01 00:00:00,3,1999-07-29 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
10102,10102,1971.372.3,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-25 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
10263,10263,1982.1.23,-1,15892,GA,II,U,,,,,1,,,1,1998-06-12 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
10274,10274,1982.1.7,-1,15892,GA,II,U,,,,,1,,,1,1998-06-12 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
10520,10520,1988.32.1,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-23 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
10590,10590,1988.18.28,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-25 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
11247,11247,1973.187.3,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-25 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
12879,12879,1973.134.4,13253,13253,GA,III,34,,,0,,0,inv,1900-01-01 00:00:00,3,1999-09-17 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
12892,12892,1972.155,13253,13253,GA,III,34,,,0,,0,inv,1900-01-01 00:00:00,3,1999-09-28 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
13219,13219,1976.146.106,15869,15869,GA,II,,,,0,,0,inv,1900-01-01 00:00:00,3,1999-07-20 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
13348,13348,1971.286.16,13938,13938,GA,D-39,,,,0,,0,inv:D-Carriage,1900-01-01 00:00:00,3,1999-12-06 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
13481,13481,1966.107.26,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-28 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
13492,13492,1966.107.24,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-28 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
13689,13689,1987.65.21,13422,13422,GA,BOX,111,,,0,,0,inv:V.Treanor,intern,1900-01-01 00:00:00,3,1999-10-06 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
13706,13706,1987.65.24,13422,13422,GA,BOX,111,,,0,,0,inv:V.Treanor,intern,1900-01-01 00:00:00,3,1999-10-06 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
14209,14209,1983.90.85,6030,6030,GA,OLIN DOWS,II, 2,,,0,,0,inv:Olin Dows; K.Kertsos, intern,1900-01-01 00:00:00,3,1999-07-29 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
14694,14694,1915.11.52,-1,15493,GA,G-173,,,,,,1,II/1 GIFT OF FRANCE,,1,1996-06-19 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
15405,15405,1974.85.79,15482,15482,GA,G-163,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-14 00:00:00,[not entered],5780,HISTORICAL LOCATION,,,,,,,
15470,15470,1974.85.50,15482,15482,GA,G-163,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-14 00:00:00,[not entered],5780,HISTORICAL LOCATION,,,,,,,
15588,15588,1983.105.13.4,15869,15869,GA,II,,,,0,,0,inv: K. Kertsos, intern,1900-01-01 00:00:00,3,1999-07-02 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
16785,16785,1969.2.42,15869,15869,GA,II,,,,0,,0,inv:K.Kertsos, intern,1900-01-01 00:00:00,3,1999-07-07 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
16800,16800,1979.98.339,15483,15483,GA,G-164,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-14 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
16817,16817,1979.98.393,15483,15483,GA,G-164,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-09 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
16874,16874,1979.98.323,15483,15483,GA,G-164,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-14 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
16891,16891,1979.98.289,15483,15483,GA,G-164,,,,0,,0,inv:K.Kertsos, intern,1900-01-01 00:00:00,3,1999-07-09 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
16908,16908,1979.98.410,15483,15483,GA,G-164,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-14 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
16925,16925,1979.98.402,15483,15483,GA,G-164,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-14 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
16941,16941,1979.98.343,15483,15483,GA,G-164,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-09 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
17199,17199,1982.64.1,-1,16101,GA,III,U,,,0,,1,,1900-01-01 00:00:00,1,1998-08-03 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
17423,17423,1975.83.68,-1,13816,GA,CHILDS,II, 2,,,,,1,GA B/CHILDS/II/2,,1,1992-12-01 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
17898,17898,1979.135.55,15485,15485,GA,G-166,,,,0,,0,inv.,1900-01-01 00:00:00,3,1999-12-07 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
17985,17985,1969.30.3,-1,3731,UNLOCATED,,,,,0,,1,Since 1981(ML926, 1969),1900-01-01 00:00:00,1,2001-02-12 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
18238,18238,1983.58.3,-1,16101,GA,III,U,,,0,,1,,1900-01-01 00:00:00,1,1998-08-03 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
18740,18740,1974.30.2,13704,13704,GA,BOX,96,,,0,,0,inv:V.Treanor,intern,1900-01-01 00:00:00,3,1999-10-04 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
18884,18884,1967.54.77,15415,15415,GA,G-102,,,,0,,0,inv:Reed Anderson,intern,1900-01-01 00:00:00,3,1997-11-25 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
21209,21209,1979.135.71,15485,15485,GA,G-166,,,,0,,0,inv.,1900-01-01 00:00:00,3,1999-12-07 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
21468,21468,1983.90.161,6038,6038,GA,OLIN DOWS,II, 6,,,0,,0,inv:Olin Dows; K.Kertsos, intern,1900-01-01 00:00:00,3,1999-07-30 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
21606,21606,1975.83.78,-1,13818,GA,CHILDS,II, 3,,,,,1,GA B/CHILDS/II/3,,1,1993-06-21 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
21976,21976,1969.177.22,13750,13750,GA,C-43,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-10-06 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
22180,22180,1984.124.266,13844,13844,GA,CONTAINER,II, 13,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-06-30 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
22815,22815,1987.5.4,15869,15869,GA,II,,,,0,,0,inv: intern, KKertsos,1900-01-01 00:00:00,3,1999-07-16 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
24040,24040,1935.13.345,-1,15835,GA,I,,,,,,1,INV,,1,1997-07-23 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
24256,24256,1988.15.14,-1,15835,GA,I,,,,,,1,INV,,1,1997-07-23 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
24623,24623,1967.54.91,15415,15415,GA,G-102,,,,0,,0,inv:Reed Anderson,intern,1900-01-01 00:00:00,3,1997-11-25 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
25549,25549,1967.14.8B,15414,15414,GA,G-101,,,,0,,0,inv:Reed Anderson,intern,1900-01-01 00:00:00,3,1997-11-25 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
25584,25584,1956.11.35,-1,6752,ML,,,,,0,,1,ML6950:NGA,1900-01-01 00:00:00,1,1997-11-10 00:00:00,O H,5780,HISTORICAL LOCATION,,,,,,,
28410,28410,1972.24.15,15869,15869,GA,II,,,,0,,0,inv: K. Kertsos, intern,1900-01-01 00:00:00,3,1999-07-09 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
28738,28738,1968.154.667,15887,15887,GA,II,6,,,0,,0,inv: Zorach,1900-01-01 00:00:00,3,2000-06-26 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
29609,29609,1929.8.264.11,-1,6752,ML,,,,,0,,1,ML 6005; Museum Loan; INV RANDOM APR 2012; Location confirmed by Becky Gregson of the Freer Gallery,,1,2013-11-04 00:00:00,Auger, C.,5780,HISTORICAL LOCATION,,,,,,,
3338,3338,1983.83.204,13946,13946,GA,D-42,,,,0,,0,inv.,1900-01-01 00:00:00,3,1999-05-26 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
3626,3626,1989.12.2,15915,15915,GA,III,120,,,0,,0,inv:V.Treanor,intern,1900-01-01 00:00:00,3,2000-02-03 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
3804,3804,1981.179,-1,16101,GA,III,U,,,0,,1,,1900-01-01 00:00:00,1,1998-08-05 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
3981,3981,1985.66.386,590D,-1,15885,GA,II,5,,,,,1,,,1,1993-07-14 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
4041,4041,1985.66.386,599L,-1,3731,UNLOCATED,,,,,,,1,,,1,1994-05-04 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
4124,4124,1985.66.386,590G,-1,15885,GA,II,5,,,,,1,,,1,1993-07-14 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
4161,4161,1985.66.386,592CC,-1,15883,GA,II,4,,,,,1,,,1,1991-06-10 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
4254,4254,1985.66.386,593EE,-1,15879,GA,II,2,,,,,1,,,1,1991-06-10 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
4812,4812,1975.50.1,-1,3328,GA,PREP,,,,0,,1,VB: U-12 MSC BOX 7,,1,2003-03-03 00:00:00,INT,5780,HISTORICAL LOCATION,,,,,,,
5297,5297,1980.122.104,15860,15860,GA,I,6,,,0,,0,INV.,1900-01-01 00:00:00,3,2001-08-01 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
5808,5808,1968.14.2,16073,16073,GA,III,76,,,0,,0,inv: Posters,1900-01-01 00:00:00,3,2000-09-13 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
5904,5904,1983.31.14,15869,15869,GA,II,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-15 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
6029,6029,1966.36.56,-1,3332,GA,T,III,,,,,1,FORD TIMES,,1,1998-01-20 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
8223,8223,1980.66.4,-1,16101,GA,III,U,,,0,,1,,1900-01-01 00:00:00,1,1998-08-04 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
8482,8482,1979.79.1,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-22 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
8576,8576,1972.75,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-22 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
9185,9185,1971.84.38,6761,6761,DISPOSED,,,,,0,,0,,,3,1987-11-11 00:00:00,S L,5780,HISTORICAL LOCATION,,,,,,,
9640,9640,1971.1.2,-1,6752,ML,,,,,0,,1,ML1091:Wayne State University,1900-01-01 00:00:00,1,1983-06-20 00:00:00,O H,5780,HISTORICAL LOCATION,,,,,,,
10260,10260,1977.63.1,-1,15892,GA,II,U,,,,,1,,,1,1998-06-12 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
10597,10597,1983.90.77,6036,6036,GA,OLIN DOWS,II, 5,,,0,,0,inv:Olin Dows; K.Kertsos, intern,1900-01-01 00:00:00,3,1999-07-23 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
10625,10625,1966.36.97,-1,3332,GA,T,III,,,,,1,FORD TIMES,,1,1998-01-22 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
11064,11064,1969.2.32,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-25 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
12822,12822,1972.163,13253,13253,GA,III,34,,,0,,0,inv,1900-01-01 00:00:00,3,1999-09-28 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
12854,12854,1976.14.1,13251,13251,GA,III,33,,,0,,0,inv,1900-01-01 00:00:00,3,1999-09-30 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
12888,12888,1972.166,13253,13253,GA,III,34,,,0,,0,inv,1900-01-01 00:00:00,3,1999-09-28 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
13490,13490,1966.107.27,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-28 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
13802,13802,1976.85,-1,16101,GA,III,U,,,0,,1,,1900-01-01 00:00:00,1,1998-08-03 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
14300,14300,1975.17.7,13764,13764,GA,C-56,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-10-10 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
14828,14828,1971.312.7,13197,13197,GA,III,,,,0,,0,inv.,1900-01-01 00:00:00,3,2000-08-15 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
15428,15428,1974.85.37,15482,15482,GA,G-163,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-14 00:00:00,[not entered],5780,HISTORICAL LOCATION,,,,,,,
15472,15472,1974.85.39,15482,15482,GA,G-163,,,,0,,0,inv:K.Kertsos,intern,1900-01-01 00:00:00,3,1999-07-14 00:00:00,[not entered],5780,HISTORICAL LOCATION,,,,,,,
15561,15561,1967.54.61,15415,15415,GA,G-102,,,,0,,0,inv:Reed Anderson,intern,1900-01-01 00:00:00,3,1997-11-25 00:00:00,,5780,HISTORICAL LOCATION,,,,,,,
