TypeLabel,InScheme
Provisional,thesauri/code
Verified,thesauri/code
Candidate,thesauri/code
Pseudonym,thesauri/nametype
Later Name,thesauri/nametype
former name,thesauri/nametype
Preferred w/o accents,thesauri/nametype
Married Name,thesauri/nametype
Conferred Name,thesauri/nametype
Birth or Maiden Name,thesauri/nametype
Variant Name,thesauri/nametype
NEA application name,thesauri/nametype
Engraver,thesauri/role
Art Director,thesauri/role
Modeler,thesauri/role
Workshop,thesauri/role
Remodeler,thesauri/role
Manufacturer,thesauri/role
Sound,thesauri/role
Caster,thesauri/role
Glassblower,thesauri/role
Lithographer,thesauri/role
Founder,thesauri/role
Colorist,thesauri/role
Photographer,thesauri/role
Designer,thesauri/role
Fabricator,thesauri/role
Typographer,thesauri/role
Inventor,thesauri/role
Artist,thesauri/role
Distributor,thesauri/role
Papermaker,thesauri/role
Commissioner,thesauri/role
Retailer,thesauri/role
Publisher,thesauri/role
Assistant,thesauri/role
Author,thesauri/role
Printer,thesauri/role
Digital Image - Direct Capture,thesauri/mediatype
Digital Image - from Slide,thesauri/mediatype
Slide,thesauri/mediatype
Negative,thesauri/mediatype
Black and White Print,thesauri/mediatype
Color Transparency,thesauri/mediatype
Digital Image - from CT,thesauri/mediatype
Luce,thesauri/mediaview
Permanent Collection,thesauri/mediaview
Juley,thesauri/mediaview
