"ConstituentID","FirstName","LastName","NameType","NameTitle","Suffix"
"5357","R. L.","White","Variant Name","",""
"5357","R. Lee","Whitehorse","Variant Name","",""
"5358","Theodore Ballou","White","Variant Name","",""
"5360","Ed","Whiteman","Variant Name","",""
"5360","Edward Russell","Whiteman","Birth or Maiden Name","",""
"5361","Frederick","Whiteman","Variant Name","",""
"5361","Frederick John","Whiteman","Birth or Maiden Name","",""
"5362","Florence","Whiting","Variant Name","",""
"5363","Robert C.","Whitley","Variant Name","",""
"5365","M. Ursula","Whitlock","Variant Name","",""
"5366","Bob","Whitman","Variant Name","",""
"5369","Paul","Whitten","Variant Name","",""
"5372","Thomas Worthington","Whittredge","Birth or Maiden Name","",""
"5374","Harry H.","Wickey","Variant Name","",""
"5374","Harry Herman","Wickey","Variant Name","",""
"5375","Maria","Wickey","Variant Name","",""
"5382","J. C.","Wiggins","Variant Name","",""
"5382","J. Carleton","Wiggins","Variant Name","",""
"5383","Guy C.","Wiggins","Variant Name","",""
"5383","Guy Carleton","Wiggins","Birth or Maiden Name","",""
"5388","Frans Rudolph","Wildenhain","Birth or Maiden Name","",""
"5389","Marguerite","Friedlaender","Birth or Maiden Name","",""
"5390","Werner Otto","Wildner","Variant Name","",""
"5391","Irving Ramsay","Wiles","Variant Name","",""
"5391","Irving Ramsey","Wiles","Variant Name","",""
"5391","Irving","Wiles","Variant Name","",""
"5392","Anna Catherine","Wiley","Variant Name","",""
"5394","William Thomas","Wiley","Variant Name","",""
"5394","William","Wiley","Variant Name","",""
"5395","William Merle","Wilhelmi","Birth or Maiden Name","",""
"5397","Lizzie","Henderson","Birth or Maiden Name","",""
"5407","Dwight","Williams, Jr.","Variant Name","",""
"5408","F. B.","Williams","Variant Name","",""
"5408","F. Ballard","Williams","Variant Name","",""
"5410","Hiram Draper","Williams","Birth or Maiden Name","",""
"5410","Hiram D.","Williams","Variant Name","",""
"5411","Keith S.","Williams","Variant Name","",""
"5412","Mildred Emerson","Williams","Variant Name","",""
"5417","J. T.","Willmore","Variant Name","",""
"5417","James Tibbetts","Willmore","Variant Name","",""
"5418","Edith","Willson","Variant Name","",""
"5421","Charles B.","Wilson","Variant Name","",""
"5424","Eli Marsden","Wilson","Birth or Maiden Name","",""
"5426","John","Gruen","Married Name","Mrs.",""
"5427","John Woodrow","Wilson","Birth or Maiden Name","",""
"5431","Robert B.","Wilson","Variant Name","",""
"5432","Solomon","Wilson","Birth or Maiden Name","",""
"5433","T. M.","Wilson","Variant Name","",""
"5435","Robert W.","Wilvers","Variant Name","",""
"5440","John William Joseph","Winkler","Variant Name","",""
"5440","John","Winkler","Variant Name","",""
"5440","J. W.","Winkler","Variant Name","",""
"5441","Geoffrey L.","Winningham","Variant Name","",""
"5446","Ezra Augustus","Winter","Birth or Maiden Name","",""
"5447","Milo","Winter","Variant Name","",""
"5447","Milo Kendall","Winter, Jr.","Birth or Maiden Name","",""
"5447","Milo K.","Winter","Variant Name","",""
"5448","Denny Sonke","Winters","Married Name","",""
"5448","Denny Winters","Cherry","Married Name","",""
"5448","Denny Winters","Dietz","Married Name","",""
"5448","Denny","Sonke","Birth or Maiden Name","",""
"5448","Denny E.","Winters","Variant Name","",""
"5449","Melville Thomas","Wire","Birth or Maiden Name","",""
"5449","Melville T.","Wire","Variant Name","Rev.",""
"5451","","","Variant Name","",""
"5451","","","Variant Name","",""
"5452","John","Wise","Variant Name","",""
"5459","Ronau William","Woiceske","Birth or Maiden Name","",""
"5459","Ronau W.","Woiceske","Variant Name","",""
"5459","R. William","Woiceske","Variant Name","",""
"5460","A.","Wolf","Variant Name","",""
"5462","Meyer R.","Wolfe","Variant Name","",""
"5465","John","Wollaston, the Younger","Variant Name","",""
"5466","Paul John","Wonner","Birth or Maiden Name","",""
"5467","James Arthur","Wood, Jr.","Birth or Maiden Name","",""
"5468","Beatrice Beato","Wood","Variant Name","",""
"5470","Grant DeVolson","Wood","Birth or Maiden Name","",""
"5473","Stan","Wood","Variant Name","",""
"5475","Charles Herbert","Woodbury","Birth or Maiden Name","",""
"5475","Charles","Woodbury","Variant Name","",""
"5477","Hale Aspacio","Woodruff","Birth or Maiden Name","",""
"5477","Hale A.","Woodruff","Variant Name","",""
"5478","Marcy S.","Woods","Variant Name","",""
"5480","Stanley Wingate","Woodward","Birth or Maiden Name","",""
"5480","Stanley W.","Woodward","Variant Name","",""
"5481","T.","Woolnoth","Variant Name","",""
"5481","Thomas A.","Woolnoth","Variant Name","",""
"5483","","Woolston, Bill","Variant Name","",""
"5485","","Royal Worcester","Variant Name","",""
"5485","","Royal Worcester Porcelain Company","Variant Name","",""
"5485","","Worcester Porcelain Factory","Variant Name","",""
"5485","","Flight Worcester Porcelain","Variant Name","",""
"5485","","Flight and Barr Worcester","Variant Name","",""
"5485","","Barr Worcester","Variant Name","",""
"5489","Amy Louise","Namowitz","Birth or Maiden Name","",""
"5490","W. H.","Worthington","Variant Name","",""
"5491","Alice","Wright","Variant Name","",""
"5492","John Franklin","Wright, Jr.","Birth or Maiden Name","",""
"5494","George","Wright","Variant Name","",""
"5494","George H.","Wright","Variant Name","",""
"5496","James Hayden","Wright","Married Name","Mrs.",""
"5496","Margaret Hardon","Wright","Variant Name","",""
"5496","James H.","Wright","Married Name","Mrs.",""
"5496","Margaret","Hardon","Birth or Maiden Name","",""
"5499","Alexander Helwig","Wyant","Birth or Maiden Name","",""
"5499","Alexander","Wyant","Variant Name","",""
"5499","A. H.","Wyant","Variant Name","",""
"5500","Thomas","Wijck","Variant Name","",""
"5500","Thomas","Wyke","Variant Name","",""
"5502","Andrew Newell","Wyeth","Variant Name","",""
"5504","Leonard C.","Wyon","Variant Name","",""
"5504","L. C.","Wyon","Variant Name","",""
"5504","Leonard","Wyon","Variant Name","",""
"5505","John","Xceron","Variant Name","",""
"5506","Edmund","Yaghvian","Variant Name","",""
"5506","Edmund K.","Yaghjian","Variant Name","",""
"5506","Ed","Yaghjian","Variant Name","",""
"5507","Sudzuk","Yama","Variant Name","",""
"5508","Richard Foster","Yarde","Birth or Maiden Name","",""
"5510","George David","Yater","Birth or Maiden Name","",""
"5512","Beatin","Yazz","Variant Name","",""
"5512","Beatian","Yazz","Variant Name","",""
"5512","Bea Etin","Yazz","Variant Name","",""
"5512","Jimmy","Toddy","Variant Name","",""
"5512","","Little No Shirt","Variant Name","",""
"5512","Beatian","Yazzia","Variant Name","",""
"5514","Walter Curtis","Yeomans","Birth or Maiden Name","",""
"5515","Joseph","Yoakum","Variant Name","",""
"5515","Joseph Elmer","Yoakum","Birth or Maiden Name","",""
"5517","Ray Kakuo","Yoshida","Birth or Maiden Name","",""
"5520","Charles Jac","Young","Variant Name","",""
"5520","C. J.","Young","Variant Name","",""
"5520","Jac","Young","Variant Name","",""
"5521","Janet","Young","Variant Name","",""
"5523","Kenneth V.","Young","Variant Name","",""
"5523","Ken","Young","Variant Name","",""
"5523","Kenneth","Young","Variant Name","",""
"5524","Mahonri MacKintosh","Young","Variant Name","",""
"5524","Mahonri M.","Young","Variant Name","",""
"5524","Mahonri Mackintosh","Young","Variant Name","",""
"5541","Claire Block","Zeisler","Married Name","",""
"5541","Claire","Block","Birth or Maiden Name","",""
"5544","A. J.","Zelada","Variant Name","",""
"5547","Martie","Zelt","Variant Name","",""
"5547","Marty","Zelt","Variant Name","",""
"5550","Karl L.","Zerbe","Variant Name","",""
"5551","J. Thomas","Zetterstrom","Variant Name","",""
"5551","Thomas","Zetterstrom","Variant Name","",""
"5553","Matthew","Ziegler","Variant Name","",""
"5553","M. E.","Ziegler","Variant Name","",""
"5554","Richard","Ziemann","Variant Name","",""
"5557","Fred A.","Zimmer, Jr.","Variant Name","",""
"5557","Fred Allen","Zimmer, Jr.","Birth or Maiden Name","",""
"5558","Santos Ision Jackson","Zingale","Birth or Maiden Name","",""
"5559","Jules-Emile","Zingg","Variant Name","",""
"5559","Jules","Zingg","Variant Name","",""
"5560","Nicola","Ziroli","Variant Name","",""
"5562","Henri A.","Zo","Variant Name","",""
"5563","Richard Charles","Zoellner","Variant Name","",""
"5564","Wilfrid M.","Zogbaum","Variant Name","",""
"5566","Marguerite","Thompson","Birth or Maiden Name","",""
"5566","Marguerite Thompson","Zorach","Married Name","",""
"5567","Zorach","Samovich","Birth or Maiden Name","",""
"5567","William","Finkelstein","Variant Name","",""
"5569","James Milford","Zornes","Birth or Maiden Name","",""
"5570","Malvin Marr","Albright","Birth or Maiden Name","",""
"5570","Malvin","Albright","Variant Name","",""
"5589","","Villeroy and Boch Company","Variant Name","",""
"5589","","Villeroy und Boch","Variant Name","",""
"5589","","Villeroy und Boch Keramische Werke","Variant Name","",""
"5593","","Barbour Bros. Co.","Variant Name","",""
"5593","","Barbour Hobson Co.","Variant Name","",""
"5593","","International Silver Co.","Variant Name","",""
"5619","Theodore R.","Davis","Variant Name","",""
"5623","H. H.","Richardson","Variant Name","",""
"5634","Antonita","Martinez","Birth or Maiden Name","",""
"5634","Tonita","Martinez","Variant Name","",""
"5634","Antonita Martinez","Roybal","Variant Name","",""
"5634","Tonita Montoya","Roybal","Variant Name","",""
"5634","Antonita Montoya","Roybal","Variant Name","",""
"5639","","Brown Pottery","Variant Name","",""
"5639","","Brown Bro","Variant Name","",""
"5639","","Brown's Brothers","Variant Name","",""
"5639","","Brown Brothers","Variant Name","",""
"5640","Javan","Brown","Variant Name","",""
"5641","Lanier","Meaders","Variant Name","",""
"5648","Frederick","Miller","Variant Name","",""
"5654","LeRoy Southward","Robbins","Birth or Maiden Name","",""
"5656","Mae A.","Engron","Variant Name","",""
"5656","Mae Alice","Engron","Variant Name","",""
"5658","Lois","Jones","Variant Name","",""
"5658","Lois Jones","Pierre-Noel","Married Name","",""
"5659","Mary Catherine","Porter","Birth or Maiden Name","",""
"5659","Mary K.","Borkowski","Variant Name","",""
"5660","Robert J.","Brawley","Variant Name","",""
"5663","Cyril Frank","David","Variant Name","",""
"5664","Richard William","Dempsey","Birth or Maiden Name","",""
"5664","Richard W.","Dempsey","Variant Name","",""
"5678","Terry N.","Toedtemeier","Variant Name","",""
"5686","Max","Javno","Variant Name","",""
"5696","Edward Augustus","Foster","Birth or Maiden Name","",""
"5697","Aldine Aubrey","Bodine","Birth or Maiden Name","",""
"5698","Robert Hamilton","Blackburn","Birth or Maiden Name","",""
"5698","Robert","Blackburn","Variant Name","",""
"5699","H. Terry","Braunstein","Variant Name","",""
"5699","H. Terry Malikin","Braunstein","Variant Name","",""
"5700","Keith Anthony","Morrison","Birth or Maiden Name","",""
"5704","Patrick","White","Variant Name","",""
"5707","John E.","Coleman","Variant Name","",""
"5719","Dennis B.","O'Neil","Variant Name","",""
"5723","James Blanding","Sloan","Birth or Maiden Name","",""
"5723","J. Blanding","Sloan","Variant Name","",""
"5731","","ULAE","Variant Name","",""
"5738","John Axel","Prip","Birth or Maiden Name","",""
"5738","John A.","Prip","Variant Name","",""
"5739","Edward Allen","Moulthrop","Birth or Maiden Name","",""
"5739","Edward A.","Moulthrop","Variant Name","",""
"5739","Ed","Moulthrop","Variant Name","",""
"5742","Frederick J.","Brown","Variant Name","",""
"5742","Frederick James","Brown","Birth or Maiden Name","",""
"5742","Fred","Brown","Variant Name","",""
"5744","Howard B.","Ben Tre","Variant Name","",""
"5748","Arline Marie","Fisch","Variant Name","",""
"5754","Michael H.","Hurwitz","Variant Name","",""
"5760","Doc","Edgerton","Variant Name","",""
"5760","Harold","Edgerton","Variant Name","",""
"5760","H. E.","Edgerton","Variant Name","",""
"5760","Harold Eugene","Edgerton","Birth or Maiden Name","",""
"5763","William A.","Richards","Variant Name","",""
"5766","Eulabee Dix","Becker","Married Name","",""
"5768","William Cushing","Loring","Birth or Maiden Name","",""
"5768","W. C.","Loring","Variant Name","",""
"5768","William","Loring","Variant Name","",""
"5769","John Bond","Francisco","Birth or Maiden Name","",""
"5773","Robert Harrison","McKibbin","Birth or Maiden Name","",""
"5775","Rebecca Read","Davenport","Variant Name","",""
"5776","Bob","Flick","Variant Name","",""
"5782","Stephen Lee","Szabo","Birth or Maiden Name","",""
"5783","Frank Paul","Di Perna","Birth or Maiden Name","",""
"5783","Frank P.","Di Perna","Variant Name","",""
"5784","Susan Rebecca","Ressler","Variant Name","",""
"5785","Elsie-Marie Bates","Freund","Birth or Maiden Name","",""
"5785","Elsa","Freund","Variant Name","",""
"5785","Elsa","Bates","Birth or Maiden Name","",""
"5786","Ronald R.","Geibert","Variant Name","",""
"5788","Charles","Farr","Variant Name","",""
"5799","Calvin Anderson","Black","Birth or Maiden Name","",""
"5799","Cal","Black","Variant Name","",""
"5800","Ruby C.","Ross","Birth or Maiden Name","",""
"5801","Curtis Munhall","Benzle","Birth or Maiden Name","",""
"5801","Curtis M.","Benzle","Variant Name","",""
"5802","Suzan Scianamblo","Benzle","Married Name","",""
"5802","Suzan S.","Benzle","Married Name","",""
"5802","Curtis","Benzle","Married Name","Mrs.",""
"5803","Jeannette Leonard","Gilder","Birth or Maiden Name","",""
"5803","J. L.","Gilder","Variant Name","",""
"5804","Joseph B.","Gilder","Variant Name","",""
"5804","J. B.","Gilder","Variant Name","",""
"5805","Frederick Augustus","Wenderoth","Variant Name","",""
"5805","Augustus","Wenderoth","Variant Name","",""
"5805","F. August","Wenderoth","Variant Name","",""
"5805","F. A.","Wenderoth","Variant Name","",""
"5805","Frederick August","Wenderoth","Variant Name","",""
"5806","Charles","Nahl","Variant Name","",""
"5806","Karl","Nahl","Variant Name","",""
"5806","Carl Christian Heinrich","Nahl","Birth or Maiden Name","",""
"5806","Charles C.","Nahl","Variant Name","",""
"5810","Patricia","Hickman","Birth or Maiden Name","",""
"5813","Wilber A.","Corwin","Variant Name","",""
"5814","Bud","Corwin","Variant Name","",""
"5817","Douglas","Hendrickson","Variant Name","",""
"5817","","Peola Craftsmen","Variant Name","",""
"5817","","Matrix Pottery","Variant Name","",""
"5817","Douglas E.","Hendrickson","Variant Name","",""
"5818","Lee A.","Ferber","Variant Name","",""
"5818","","Peola Craftsmen","Variant Name","",""
"5822","Phillip Rick","Dingus","Birth or Maiden Name","",""
"5823","Stuart David","Klipper","Birth or Maiden Name","",""
"5823","Stuart D.","Klipper","Variant Name","",""
"5826","Anna Mary Robertson","Moses","Variant Name","",""
"5826","Anna Mary","Robertson","Birth or Maiden Name","",""
"5826","Anna Mary","Moses","Variant Name","",""
"5843","","Brandywine Workshop","Variant Name","",""
"5844","Donald L.","Reitz","Variant Name","",""
"5844","Donald","Reitz","Variant Name","",""
"5845","Sid","Hutter","Variant Name","",""
"5845","Sidney Ralph","Hutter","Birth or Maiden Name","",""
"5848","James Frederick","Woell","Birth or Maiden Name","",""
"5848","James Fred","Woell","Variant Name","",""
"5848","Fred","Woell","Variant Name","",""
"5849","Greg","Warmack","Variant Name","",""
"5850","James Richard","Dillingham II","Birth or Maiden Name","",""
"5852","Thomas V.","Nakashima","Variant Name","",""
"5860","Sidney","Grossman","Variant Name","",""
"5861","N. J.","Jaffee","Variant Name","",""
"5862","Grandma","Layton","Variant Name","",""
"5868",""Nanny"","Cauley","Variant Name","",""
"5870","Eluid Levi","Lopez y Martinez","Variant Name","",""
"5870","Eluid","Martinez","Variant Name","",""
"5871","John V.","Snow","Variant Name","",""
"5872","Judith A.","Schaechter","Variant Name","",""
"5873","","Sandman","Variant Name","",""
"5873","Lonnie "Sandman"","Holley","Variant Name","",""
"5873","Lonnie B.","Holley","Variant Name","",""
"5874","Jimmy Lee","Suddouth","Variant Name","",""
"5874","Jim L.","Suddth","Variant Name","",""
"5874","Jimmy Lee","Suddth","Variant Name","",""
"5880","John Singleton","Copley, the Elder","Variant Name","",""
"5882","Roger Yutaka","Shimomura","Birth or Maiden Name","",""
"5883","Earl B.","Pardon","Variant Name","",""
"5887","Leroy","Almon","Variant Name","",""
"5897","Val Murat","Cushing","Birth or Maiden Name","",""
"5898","Gertrud","Amon","Birth or Maiden Name","",""
"5898","Gertrud Amon","Natzler","Variant Name","",""
"5900","Frances J.","Pickens","Variant Name","",""
"5903","Paul Edmund","Soldner","Birth or Maiden Name","",""
"5904","Steven I.","Weinberg","Variant Name","",""
"5905","Howard William","Kottler","Birth or Maiden Name","",""
"5910","Consuelo "Chelo" Gonzalez","Amezcua","Variant Name","",""
"5910","Chelo","Amezcua","Variant Name","",""
"5910","Chelo Gonzalez","Amezcua","Variant Name","",""
"5910","Consuelo "Chelo"","Gonzales Amezcua","Variant Name","",""
"5912","William A.","Morris","Variant Name","",""
"5918","Ed","Hamilton","Variant Name","",""
"5934","Frederick","Mershimer","Variant Name","",""
"5934","Fred","Mershimer","Variant Name","",""
"5935","Robin Adriane","Schwartz","Variant Name","",""
"5937","Greg","Conniff","Variant Name","",""
"5938","David","Hanson","Variant Name","",""
"5938","David Taverner","Hanson","Birth or Maiden Name","",""
"5940",""Tony Joe"","Salvatore","Variant Name","",""
"5942","Santana R.","Martinez","Variant Name","",""
"5943","Priscilla Warren","Roberts","Variant Name","",""
"5943","Priscilla W.","Roberts","Variant Name","",""
"5952","Ruth Ellen","Weisberg","Variant Name","",""
"5959","Byron Leslie","Burford, Jr.","Variant Name","",""
"5959","Byron Leslie","Burford","Variant Name","",""
"5962","Fritz","Barel","Pseudonym","",""
"5972","Ruth","Windmuller","Birth or Maiden Name","",""
"5973","Dorothy Eugenie","Brett","Variant Name","",""
"5973","D. E.","Brett","Variant Name","",""
"5974","Catherine Carter","Critcher","Birth or Maiden Name","",""
"5974","Catherine","Critcher","Variant Name","",""
"5975","William Victor","Higgins","Birth or Maiden Name","",""
"5975","W. Victor","Higgins","Variant Name","",""
"5976","Roland Leon","Freeman","Birth or Maiden Name","",""
"5976","Roland","Freeman","Variant Name","",""
"5985","Lawrence M.","Yanez","Variant Name","",""
"5987","Mario Enrique","Castillo","Birth or Maiden Name","",""
"5990","Alfredo Mendoza","Arreguin","Birth or Maiden Name","",""
"6011","Otesia Winder","Harper","Variant Name","",""
"6014","William Douglas","Carlson","Birth or Maiden Name","",""
"6014","William D.","Carlson","Variant Name","",""
"6016","Elizabeth Abrahams","Woodman","Birth or Maiden Name","",""
"6016","Betty Abrahams","Woodman","Variant Name","",""
"6016","Elizabeth","Woodman","Variant Name","",""
"6017","Margie A.","Hughto","Variant Name","",""
"6018","Johnny","Banks","Variant Name","",""
"6018","Johnny Willard","Banks","Birth or Maiden Name","",""
"6018","Johnnie","Banks","Variant Name","",""
"6019","Charles Green","Bush","Birth or Maiden Name","",""
"6036","Alexander Phimister","Proctor","Birth or Maiden Name","",""
"6036","Phimister","Proctor","Variant Name","",""
"6037","B. J.","Newton","Variant Name","",""
"6038","Esther","Wachsmann","Birth or Maiden Name","",""
"6038","Esther","Hammerman","Variant Name","",""
"6038","Esther","Hammermann","Variant Name","",""
"6039","Lawrence H.","Lebduska","Variant Name","",""
"6040","Chaz","Bojórquez","Variant Name","",""
"6041","Shobal V.","Clevenger","Variant Name","",""
"6041","Shobal","Clevenger","Variant Name","",""
"6059","Andreas B. L.","Feininger","Variant Name","",""
"6059","Andreas Bernhard Lyonel","Feininger","Birth or Maiden Name","",""
"6060","Frank William","Gohlke","Birth or Maiden Name","",""
"6061","Christopher P.","James","Variant Name","",""
"6064","Arnold Abner","Newman","Birth or Maiden Name","",""
"6065","William S.","Paris","Variant Name","",""
"6066","Douglas D.","Prince","Variant Name","",""
"6066","Douglas Donald","Prince","Birth or Maiden Name","",""
"6068","Sherie Hood","Scheer","Variant Name","",""
"6069","Donald K.","Sultan","Variant Name","",""
"6071","Joyce Wahl","Treiman","Variant Name","",""
"6072","Michelle","Vignes","Variant Name","",""
"6074","Jack Warren","Welpott","Birth or Maiden Name","",""
"6075","Harold Henry","Jones","Birth or Maiden Name","",""
"6076","Roy Rudolph","DeCarava","Birth or Maiden Name","",""
"6085","Madison Ke","Francis, Jr.","Birth or Maiden Name","",""
"6091","A.","Basoli","Variant Name","",""
"6106","Milton Elting","Hebald","Birth or Maiden Name","",""
"6109","Percy B.","Martin","Variant Name","",""
"6112","Gary Kenneth","Cawood","Birth or Maiden Name","",""
"6113","Helen C.","Frederick","Variant Name","",""
"6117","Claudia Merin","Smigrod","Variant Name","",""
"6121","Thomas Francis","Millea","Birth or Maiden Name","",""
"6121","Thomas","Millea","Variant Name","",""
"6122","James F.","Hilleary","Variant Name","",""
"6123","Joseph E.","Norman","Variant Name","",""
"6124","Larry W.","Thomas","Variant Name","",""
"6128","Charles","Zekowski","Birth or Maiden Name","",""
"6131","Emerson S.","Woelffer","Variant Name","",""
"6136","Thornton","Dial","Variant Name","",""
"6136","Thornton "Buck"","Dial","Variant Name","",""
"6143","Agnes Bernice","Martin","Birth or Maiden Name","",""
"6144","Richard Ernst","Artschwager","Variant Name","",""
"6144","Richard Ernest","Artschwager","Variant Name","",""
"6148","Sylvia","Mangold","Variant Name","",""
"6149","Joseph","Zucker","Variant Name","",""
"6149","Joseph I.","Zucker","Variant Name","",""
"6155","Ginny Martin","Ruffner","Variant Name","",""
"6156","Dominic L.","Di Mare","Variant Name","",""
"6160","Francisco Arturo","Alvarado-Juarez","Birth or Maiden Name","",""
"6161","Joan","Westermann-Steiner","Married Name","",""
"6162","Paul J.","Stankard","Variant Name","",""
"6162","Paul Joseph","Stankard","Birth or Maiden Name","",""
"6163","Frederick Lane","Sandback","Birth or Maiden Name","",""
"6163","Fred L.","Sandback","Variant Name","",""
"6165","Evelyn","Watts","Variant Name","",""
"6171","Glen F.","Kaufman","Variant Name","",""
"6174","Stephen","Salmieri","Variant Name","",""
"6175","Marilyn","Davis","Birth or Maiden Name","",""
"6176","Robert S.","Epstein","Variant Name","",""
"6186","C. Fritz","Dreisbach","Variant Name","",""
"6190","Joe","Light","Variant Name","",""
"6190","J. L.","Light","Variant Name","",""
"6202","John Henry","Troup","Birth or Maiden Name","",""
"6203","Carlos Alfredo","Cortéz","Variant Name","",""
"6203","Carlos Alfredo Koyokuikatl","Cortéz","Variant Name","",""
"6204","Richard Blake","Shaw","Birth or Maiden Name","",""
"6210","Jack","Cripe","Variant Name","",""
"6210",""Sailor Jack"","Cripe","Variant Name","",""
"6210","Jack C.","Cripe","Variant Name","",""
"6214","Stephen D.","Thurston","Variant Name","",""
"6220","Richard","Reinhardt","Variant Name","",""
"6221","John Anthony","Baldessari","Birth or Maiden Name","",""
"6227","William J.","Stillman","Variant Name","",""
"6227","W. J.","Stillman","Variant Name","",""
"6228","Lawrence B.","Salander","Variant Name","",""
"6252","Glen Earl","Alps","Birth or Maiden Name","",""
"6252","Glen E.","Alps","Variant Name","",""
"6255","Pelee","Peterson","Variant Name","",""
"6256","Butch","Schramm","Variant Name","",""
"6256","Irvin","Schramm","Variant Name","",""
"6258","Mickey","McLoughlin, Jr.","Variant Name","",""
"6258","John W.","McLoughlin, Jr.","Variant Name","",""
"6270","David Allen","Chamberlain","Birth or Maiden Name","",""
"6271","Alfonso A.","Ossorio","Variant Name","",""
"6272","Robert H.","McNeill","Variant Name","",""
"6273","Arthur","Smith","Variant Name","",""
"6275","Andrea Gray","Gill","Variant Name","",""
"6276","Juan B.","Hamilton","Variant Name","",""
"6279","Rise Rice","Nagin","Variant Name","",""
"6279","Riseanne Draper","Rice","Birth or Maiden Name","",""
"6282","Lizbeth McNett","Stewart","Variant Name","",""
"6284","Robert Chapman","Turner","Birth or Maiden Name","",""
"6284","Bob","Turner","Variant Name","",""
"6285","Paula Colton","Winokur","Variant Name","",""
"6287","Johnnie S.","Swearingen","Variant Name","Rev.",""
"6288","","Mr. Eddy","Variant Name","",""
"6288","Ed","Mumma","Variant Name","",""
"6289","Frank Jay","Haynes","Birth or Maiden Name","",""
"6289","F. J.","Haynes","Variant Name","",""
"6292","William","Greiner","Variant Name","",""
"6293","Joseph Warren","Babcock","Birth or Maiden Name","",""
"6297","Flora","Mace","Variant Name","",""
"6299","Jose Tomas","Lopez","Birth or Maiden Name","",""
"6300","Grafton T.","Brown","Variant Name","",""
"6300","G. T.","Brown","Variant Name","",""
"6300","Grafton","Brown","Variant Name","",""
"6301","Bessie Onahotema","Vonnoh","Married Name","",""
"6301","Bessie","Potter","Birth or Maiden Name","",""
"6301","Bessie Onahotema Potter","Vonnoh","Married Name","",""
"6301","Bessie Onahotema","Potter","Birth or Maiden Name","",""
"6302","Thomas Lane","Coleman","Birth or Maiden Name","",""
"6314","Antony","Gleaton","Variant Name","",""
"6315","Stephen M.","Smith","Birth or Maiden Name","",""
"6319","Jan Theodore","Bry","Variant Name","",""
"6319","Johann Theodore de","Bry","Variant Name","",""
"6324","Daniel S.","Williams","Variant Name","",""
"6326","Earlie","Hudnall","Variant Name","",""
"6457","Alice","Ligon","Variant Name","",""
"6458","Marshall","Fleming","Variant Name","",""
"6462","Bessie Ruth","White","Birth or Maiden Name","",""
"6532","Johann von","Aachen","Variant Name","",""
"6532","Johann von","Ach","Variant Name","",""
"6532","Hans von","Ach","Variant Name","",""
"6532","Hans von","Achen","Variant Name","",""
"6532","Johann von","Achen","Variant Name","",""
"6538","Claude Joseph","Vernet","Variant Name","",""
"6540","Marie Louise Elizabeth","Vigee-LeBrun","Variant Name","",""
"6540","Marie Elisabeth Louise","Vigee-LeBrun","Variant Name","",""
"6540","","LeBrun","Variant Name","Mme.",""
"6540","Marie Elisabeth","Vigee-LeBrun","Variant Name","",""
"6540","Elisabeth Louise","Vigee","Birth or Maiden Name","",""
"6571","John Tarrell","Scott","Birth or Maiden Name","",""
"6573","Masae Patricia","Warashina","Birth or Maiden Name","",""
"6573","M. Patricia","Warashina","Variant Name","",""
"6585","John Martin","Tracy","Birth or Maiden Name","",""
"6585","John M.","Tracy","Variant Name","",""
"6586","Renee L.","Stout","Variant Name","",""
"6593","James Augustus","VanDerZee","Variant Name","",""
"6593","James Augustus Joseph","VanDerZee","Birth or Maiden Name","",""
"6598","Mel","Edwards","Variant Name","",""
"6600","Moses Jacob","Ezekiel","Variant Name","Sir",""
"6600","Moses Jacob","Ezekiel","Variant Name","",""
"6600","Moses","Ezekiel","Variant Name","Sir",""
"6601","Prentice H.","Polk","Variant Name","",""
"6601","Prentice Hall","Polk","Variant Name","",""
"6601","Prentice Herman","Polk","Variant Name","",""
"6604","Susan J.","Goldman","Variant Name","",""
"6611","Willie","Middlebrook","Variant Name","",""
"6612","Marc F.","Wise","Variant Name","",""
"6616","Michael F.","James","Variant Name","",""
"6617","Daniel Owen","Dailey","Birth or Maiden Name","",""
"6618","Michael J.","Banner","Variant Name","",""
"6621","Charles Herbert","Moore","Birth or Maiden Name","",""
"6623","Edgar H.","Sorrells-Adewale","Variant Name","",""
"6631","Rudolph Carl","Gorman","Birth or Maiden Name","",""
"6632","William","Rau","Variant Name","",""
"6632","William Herman","Rau","Birth or Maiden Name","",""
"6633","Doris U.","Jaeger","Married Name","",""
"6634","Charles Leander","Weed","Birth or Maiden Name","",""
"6635","Gertrude","Stanton","Birth or Maiden Name","",""
"6635","Gertrude Stanton","Kasebier","Variant Name","",""
"6638","Bill","Wright","Variant Name","",""
"6639","Michael Estes","Taylor","Birth or Maiden Name","",""
"6639","Michael E.","Taylor","Variant Name","",""
"6646","Andor","Kertesz","Birth or Maiden Name","",""
"6648","John Tinney","McCutcheon","Birth or Maiden Name","",""
"6662","William Abraham","Bell","Birth or Maiden Name","",""
"6662","William A.","Bell","Variant Name","",""
"6663","C.","Bierstadt","Variant Name","",""
"6665","J. W.","Black","Variant Name","",""
"6666","E. A.","Bonine","Variant Name","",""
"6667","Henry Peter","Bosse","Birth or Maiden Name","",""
"6668","Mathew","Brady","Variant Name","",""
"6668","M. B.","Brady","Variant Name","",""
"6669","Ann Wardrope","Brigman","Variant Name","",""
"6669","Ann Wardrope","Nott","Birth or Maiden Name","",""
"6669","Anne","Nott","Variant Name","",""
"6669","Anne W.","Brigman","Variant Name","",""
