ConstituentID,FileName,MediaView,PrimaryDisplay,PublicCaption,ObjectNumber,ObjectID
218,portrait_image_113174.jpg,Luce,1,,,
226,portrait_image_113759.jpg,Luce,1,"National Portrait Gallery, Smithsonian Institution; gift of Sandra and Jacob Terner
",,
235,barela_patrocino.jpg,Luce,1,"Courtesy National Archives
",,
240,barnard_george_grey.jpg,Luce,0,,,
240,J0001282_1b.jpg,Juley,1,"George Grey Barnard at work in his studio, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001282",,
245,1994.42.11_1a.jpg,Permanent Collection,1,"Will Barnet, <i>Study for Self Portrait</i>, 1982 1983, charcoal on vellum with traces of colored pencil, Smithsonian American Art Museum, Gift of the artist  1994.42.11.",1994.42.11,33935
245,J0001262_1b.jpg,Juley,0,"Will Barnet, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001262",,
245,portrait_image_113319.jpg,Luce,0,,,
246,J0120654_1b.jpg,Juley,1,"Hebert Phillip Barnett, 1937, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0120654",,
247,1976.154_1a.jpg,Permanent Collection,0,"Hubert Vos, <i>Alice Barney in White Satin</i>, 1894, oil on canvas, Smithsonian American Art Museum, Gift of Laura Dreyfus Barney and Natalie Clifford Barney in memory of their mother, Alice Pike Barney 1976.154.",1976.154,25783
247,1951.14.93_1a.jpg,Permanent Collection,0,"Alice Pike Barney, <i>Self Portrait with Hat and Veil</i>, n.d., pastel on paper mounted on gauze, Smithsonian American Art Museum,Gift of Laura Dreyfus Barney and Natalie Clifford Barney in memory of their mother, Alice Pike Barney  1951.14.93.",1951.14.93,1325
247,1952.13.84_1a.jpg,Permanent Collection,0,"Jared B. Flagg, <i>Alice Pike Barney, in Wedding Gown</i>, 1876, oil on canvas, Smithsonian American Art Museum,Gift of Laura Dreyfus Barney and Natalie Clifford Barney in memory of their mother, Alice Pike Barney  1952.13.84.",1952.13.84,8402
247,1957.13.17_1a.jpg,Permanent Collection,1,"Alice Pike Barney, <i>Self Portrait in Repose</i>, ca. 1895, pastel on paper, Smithsonian American Art Museum,Gift of Laura Dreyfus Barney and Natalie Clifford Barney in memory of their mother, Alice Pike Barney  1957.13.17.",1957.13.17,1323
248,1951.14.64_1a.jpg,Permanent Collection,1,"Alice Pike Barney, <i>Medusa (Laura Dreyfus Barney)</i>, 1892, pastel on canvas, Smithsonian American Art Museum,Gift of Laura Dreyfus Barney and Natalie Clifford Barney in memory of their mother, Alice Pike Barney  1951.14.64.",1951.14.64,1266
264,1980.104.1_1a.jpg,Permanent Collection,1,"Frederic Clay Bartlett, <i>Self Portrait in Mirror</i>, n.d., oil on canvas, Smithsonian American Art Museum,Gift of Mrs. Frederic Clay Bartlett  1980.104.1.",1980.104.1,1418
266,J0056864_1b.jpg,Juley,1,"Paul Wayland Bartlett in his studio, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0056864
",,
266,portrait_image_113761.jpg,Luce,0,"National Portrait Gallery, Smithsonian Institution; gift of Mrs. Armistead Peter III, 1958
",,
271,portrait_image_113762.jpg,Luce,1,"Courtesy The J. Paul Getty Trust. 
",,
274,J0001284_1b.jpg,Juley,1,"Charles Baskerville, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001284",,
274,J0001285_1b.jpg,Juley,0,"Charles Baskerville, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001285",,
279,portrait_image_113281.jpg,Luce,1,"Don Baum, 2005, photo courtesy of Karen Wilson and the Hyde Park Art Center.
",,
283,J0115340_1b.jpg,Juley,1,"Warren W. Baumgartner, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0115340
",,
286,J0001268_1b.jpg,Juley,1,"William Baziotes, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001268",,
286,baziotes_william.jpg,Luce,0,"Courtesy Archives of American Art. Smithsonian Institution.
",,
287,J0001249_1b.jpg,Juley,1,"Chester Beach, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001249",,
287,J0018820_1b.jpg,Juley,0,"Chester Beach at work in his studio, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0018820",,
288,J0001252_1b.jpg,Juley,1,"Gifford Beal, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001252",,
288,1965.16.34_1a.jpg,Permanent Collection,0,"Paul Manship, <i>Gifford Beal</i>, 1944, terra cotta mounted on wood, Smithsonian American Art Museum,Gift of the artist  1965.16.34.",1965.16.34,15697
289,1975.13_1a.jpg,Permanent Collection,1,"Jack Beal, <i>Self-Portrait</i>, 1974, lithograph on paper, Smithsonian American Art Museum, Museum purchase with the aid of funds from Mr. and Mrs. Jacob Kainen and the National Endowment for the Arts, 1975.13.",1975.13,1585
300,portrait_image_113718.jpg,Luce,1,"National Portrait Gallery, Smithsonian Institution
",,
312,beckwith_carroll.jpg,Luce,1,"Courtesy Library of Congress (LC-B2- 128-13P&P).
",,
316,portrait_image_114904.jpg,Luce,1,"Marvin Beerbohm at work on a mural in a high school in Rochester, Michigan, February 9, 1938.  Unidentified photographer, from Marvin Beerbohm papers, courtesy Archives of American Art, Smithsonian Institution.",,
329,J0001238_1b.jpg,Juley,1,"George Bellows, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001238",,
332,J0119856_1b.jpg,Juley,1,"Abram Belskie, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0119856",,
332,portrait_image_113305.jpg,Luce,0,"Courtesy The Belskie Museum of Art & Science, Closter New Jersey.
",,
336,1988.81.2_1a.jpg,Permanent Collection,1,"Alfred Bendiner, <i>Afternoon of a Middle Aged Faun</i>, 1948, lithograph on paper, Smithsonian American Art Museum,Gift of the Alfred Bendiner Foundation  1988.81.2.",1988.81.2,1772
346,portrait_image_113328.jpg,Luce,1,"Courtesy Jamie Bennett.
",,
351,ben_shmuel_ahron.jpg,Luce,1,"Gift of Panevka Cavel; courtesy of James A. Michener Archive
",,
358,J0001255_1b.jpg,Juley,1,"Thomas Hart Benton seated in front of <i> History of New York </i>, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001255",,
358,1972.102_1a.jpg,Permanent Collection,0,"Thomas Hart Benton, <i>Self-Portrait</i>, 1971, lithograph on paper, Smithsonian American Art Museum, Museum purchase 1972.102.",1972.102,1922
380,1981.128.13_1a.jpg,Permanent Collection,1,"Theresa Bernstein, <i>Self Portrait</i>, 1947, color etching on paper, Smithsonian American Art Museum,Gift of Donald Vogler  1981.128.13.",1981.128.13,1977
380,J0063639_1b.jpg,Juley,0,"Theresa Bernstein, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0063639",,
380,J0105687_1b.jpg,Juley,0,"Theresa Bernstein, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0105687",,
380,J0105685_1b.jpg,Juley,0,"Theresa Bernstein and William Meyerowitz, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0105686",,
402,J0043818_1b.jpg,Juley,1,"George Biddle, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0043818",,
402,J0066465_1b.jpg,Juley,0,"George Biddle at work in his studio, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0066465",,
410,bierstadt_albert.jpg,Luce,1,"National Portrait Gallery, Smithsonian Institution
",,
415,J0001236_1b.jpg,Juley,1,"Walter Biggs, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001236",,
416,1967.3.4_1a.jpg,Permanent Collection,1,"Nathan I. Bijur, <i>Self Portrait</i>, n.d., etching on paper, Smithsonian American Art Museum,Gift of Mrs. Nathan I. Bijur  1967.3.4.",1967.3.4,2076
420,portrait_image_113800.jpg,Luce,1,"Self-Portrait.  Collection of the Walters Art Museum.
",,
426,portrait_image_113177.jpg,Luce,1,"Emily Clayton Bishop by Charles Grafly.  1907.  Courtesy Pennsylvania Academy of Fine Arts. 
",,
427,2005.5.60_1a.jpg,Permanent Collection,1,"Guy Pene du Bois, <i>Portrait of Isabel Bishop</i>, 1924, oil on canvas, Smithsonian American Art Museum,Bequest of Edith S. and Arthur J. Levin  2005.5.60.",2005.5.60,74713
427,J0001217_1b.jpg,Juley,0,"Isabel Bishop, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001217",,
430,portrait_image_113393.jpg,Luce,1,"Courtesy Library of Congress, Prints and Photographs Division.
",,
432,J0066405_1b.jpg,Juley,1,"Karl Bitter, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0066405",,
442,J0001216_1b.jpg,Juley,1,"Arnold Blanch, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001216",,
442,1969.163_1a.jpg,Permanent Collection,0,"Eugenie Gershoy, <i>Arnold Blanch</i>, 1934, bronze, Smithsonian American Art Museum, Gift of Doris Lee Blanch 1969.163",1969.163,8940
443,1972.33_1a.jpg,Permanent Collection,0,"Eugenie Gershoy, <i>Lucile Blanch</i>, 1936, bronze, Smithsonian American Art Museum, Gift of Lucile Blanch 1972.33.",1972.33,8941
443,J0001215_1b.jpg,Juley,1,"Lucile Blanch, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001215",,
463,portrait_image_113460.jpg,Luce,1,"National Portrait Gallery, Smithsonian Institution, gift of Leslie, Judith and Gabri Schreyer and Alice Schreyer Batko
",,
464,J0031517_1b.jpg,Juley,0,"Peter Blume at work in his studio, ca. 1944, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0031517",,
464,J0031513_1b.jpg,Juley,1,"Peter Blume in his studio, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0031513
",,
465,J0001214_1b.jpg,Juley,1,"Ernest L. Blumenschein seated in front of <i>The Extraordinary Affray</i>, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001214",,
471,1965.30.7_1a.jpg,Permanent Collection,0,"Alice Beckington, <i>Rosina Cox Boardman</i>, 1914, watercolor on ivory, Smithsonian American Art Museum,Gift of the American Society of Miniature Painters  1965.30.7.",1965.30.7,1702
471,1965.30.2_1a.jpg,Permanent Collection,1,"Lydia Longacre, <i>Rosina Cox Boardman</i>, 1937, watercolor on ivory, Smithsonian American Art Museum,Gift of the American Society of Miniature Painters  1965.30.2.",1965.30.2,14899
471,1965.30.7_1a.jpg,Permanent Collection,0,"Alice Beckington, <i>Rosina Cox Boardman</i>, 1914, watercolor on ivory, Smithsonian American Art Museum,Gift of the American Society of Miniature Painters  1965.30.7.",1965.30.7,1702
475,portrait_image_113817.jpg,Luce,1,"Courtesy of the artist
",,
478,portrait_image_113282.jpg,Luce,1,"Courtesy Paul Bogatay.
",,
489,bolotowsky_ilya.jpg,Luce,0,"Image is Courtesy of the Federal Art Project, Photographic Division collection, 1935-1942 in the Archives of American Art, Smithsonian Institution.
",,
489,1975.87_1a.jpg,Permanent Collection,1,"William H. Johnson, <i>Portrait of Ilya Bolotowsky</i>, ca. 1930, oil on canvas, Smithsonian American Art Museum, Gift of Ilya Bolotowsky 1975.87.",1975.87,11560
494,portrait_image_113820.jpg,Luce,1,"Courtesy of Michigan State University Museum
",,
509,portrait_image_113764.jpg,Luce,1,"Courtesy Solon H. Borglum and Borglum family papers, 1865-1989. Archives of American Art.
",,
512,portrait_image_113724.jpg,Luce,1,,,
523,J0001232_1b.jpg,Juley,1,"Louis Bouche in his studio, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001232",,
527,1946.3.5_1a.jpg,Permanent Collection,1,"Henry Brintnell Bounetheau, <i>Self Portrait</i>, 1867, watercolor on ivory, Smithsonian American Art Museum,Gift of Mrs. Henry Du Pr_ Bounetheau  1946.3.5.",1946.3.5,2671
539,portrait_image_113463.jpg,Luce,1,"Boyden on left. Courtesy Frank Boyden.
",,
543,J0045002_1b.jpg,Juley,0,"Robert Brackman at work in his studio with sitter, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0045002",,
543,J0044995_1b.jpg,Juley,1,"Robert Brackman at work in his studio, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0044995",,
544,J0001307_1b.jpg,Juley,1,"Francis Scott Bradford, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001307",,
559,J0001305_1b.jpg,Juley,1,"Raymond Breinin, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001305",,
563,1980.63_1a.jpg,Permanent Collection,1,"Michael Brenner, <i>Self-Portrait</i>, modeled 1940, bronze, Smithsonian American Art Museum, Gift of Mrs. Fannie T. Brenner 1980.63.",1980.63,2768
575,J0001295_1b.jpg,Juley,1,"Frederick Arthur Bridgman, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001295",,
575,portrait_image_113180.jpg,Luce,0,"Courtesy Artists in their Paris studios, 1880-1890. Archives of American Art, Smithsonian Institution.
",,
582,J0001311_1b.jpg,Juley,1,"Anne Brockman, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001311",,
591,J0001316_1b.jpg,Juley,1,"Alexander Brook, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001316",,
594,portrait_image_113284.jpg,Luce,1,"Courtesy George Brooks.
",,
599,portrait_image_113285.jpg,Luce,0,"Courtesy Archives of American Art, Smithsonian Instituion.
",,
599,1966.49.1_1a.jpg,Permanent Collection,1,"Romaine Brooks, <i>Self Portrait</i>, 1923, oil on canvas, Smithsonian American Art Museum,Gift of the artist  1966.49.1.",1966.49.1,2916
615,portrait_image_113836.jpg,Luce,1,"The Metropolitan Museum of Art, Maria DeWitt Jesup Fund, 1990 (1990.21.1) Image ? The Metropolitan Museum of Art
",,
620,J0109881_1b.jpg,Juley,0,"Belmore Browne, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0109881",,
620,J0001292_1b.jpg,Juley,1,"Belmore Browne, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001292",,
621,J0001290_1b.jpg,Juley,1,"Byron Browne, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001290",,
621,browne_byron.jpg,Luce,0,"Courtesy Archives of American Art, Smithsonian Institution.
",,
622,J0068719_1b.jpg,Juley,0,"George Elmer Browne, 1930, at work in his studio, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0068719",,
622,J0001289_1b.jpg,Juley,1,"George Elmer Browne, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001289",,
625,J0053384_1b.jpg,Juley,1,"Edward Bruce, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0053384",,
626,J0119275_1b.jpg,Juley,1,"George M. Bruestle, 1931, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0119275",,
629,portrait_image_113198.jpg,Luce,1,"Courtesy Bruria Finkel.
",,
631,J0001298_1b.jpg,Juley,1,"George de Forest Brush, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001298",,
637,1983.46.7_1a.jpg,Permanent Collection,1,"Claude Buck, <i>Self Portrait</i>, 1919, oil on wood, Smithsonian American Art Museum,Gift of Mrs. Claude Buck  1983.46.7.",1983.46.7,3049
637,1983.48.1_1a.jpg,Permanent Collection,0,"Claude Buck, <i>Self Portrait</i>, 1916, charcoal and crayon on paper, Smithsonian American Art Museum,Transfer from the Archives of American Art, Smithsonian Institution  1983.48.1.",1983.48.1,3046
637,1983.48.2_1a.jpg,Permanent Collection,0,"Claude Buck, <i>Self Portrait</i>, 1917, pencil on paper, Smithsonian American Art Museum,Transfer from the Archives of American Art, Smithsonian Institution  1983.48.2.",1983.48.2,3047
637,1983.48.3_1a.jpg,Permanent Collection,0,"Claude Buck, <i>Self Portrait</i>, 1917, charcoal and crayon on paper mounted on paperboard, Smithsonian American Art Museum,Transfer from the Archives of American Art, Smithsonian Institution  1983.48.3.",1983.48.3,3048
656,portrait_image_113479.jpg,Luce,1,"By Jo-Mora from <i>Burbank Among the Indians</i> by E. A. Burbank and Ernest Royce.  
",,
659,J0001324_1b.jpg,Juley,1,"Charles E. Burchfield, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001324",,
668,J0001333_1b.jpg,Juley,1,"Paul Burlin, 1946, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001333",,
669,burlingame_dennis.jpg,Luce,1,"Courtesy Charles Rosen Papers, Archives of American Art. Smithsonian Institution.
",,
678,J0001320_1b.jpg,Juley,1,"Bryson Burroughs, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001320",,
704,cadmus_paul.jpg,Luce,1,"National Portrait Gallery, Smithsonian Institution.
",,
710,J0050013_1b.jpg,Juley,0,"Alexander Calder with sculpture, ca. 1929, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0050013",,
710,J0050095_1b.jpg,Juley,1,"Alexander Calder, ca. 1927, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0050095",,
710,calder_alexander.jpg,Luce,0,,,
711,J0050094_1b.jpg,Juley,0,"Alexander Stirling Calder, 1935, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0050094",,
711,J0001335_1b.jpg,Juley,1,"Alexander Stirling Calder in his studio with model for <i> Introspection</i>, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001335",,
713,J0082214_1b.jpg,Juley,1,"William H. Calfee, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0082214",,
716,portrait_image_113182.jpg,Luce,1,"Courtesy Cashion Callaway. Photgraph by William Geronimo, 1980.
",,
717,callender_bessie.jpg,Luce,1,"Courtesy Bessie S. Callender Papers, Archives of American Art, Smithsonian Institution.
",,
727,1973.24.1_1a.jpg,Permanent Collection,1,"Vincent Canade, <i>Double Self Portrait</i>, 1927, lithograph on paper, Smithsonian American Art Museum,Museum purchase  1973.24.1.",1973.24.1,3732
727,1984.85.3_1a.jpg,Permanent Collection,0,"Vincent Canade, <i>Self Portrait</i>, ca. 1928, conte crayon on paper, Smithsonian American Art Museum,Gift of the Canade Family  1984.85.3.",1984.85.3,3735
743,portrait_image_113812.jpg,Luce,1,"published in the Harper's New Monthly Magazine, March 1884
",,
746,portrait_image_113183.jpg,Luce,0,"Image is courtesy of the Emil Carlsen and Carlsen family photonegatives in the Archives of American Art, Smithsonian Institution.
",,
746,J0001336_1b.jpg,Juley,1,"Emil Carlsen, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001336",,
747,J0001343_1b.jpg,Juley,1,"John F. Carlson, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001343",,
747,J0001344_1b.jpg,Juley,0,"John F. Carlson at work in his studio, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001344",,
748,portrait_image_113767.jpg,Luce,1,"National Portrait Gallery, Smithsonian Institution Gift of Hirschl & Adler Galleries
",,
753,1993.40A-C_1a.jpg,Permanent Collection,1,"Miles Burkholder Carpenter, <i>Self Portrait (Indian Brave)</i>, 1967, wood, wool, linen, feathers, metal, paint and fur, Smithsonian American Art Museum, Museum purchase  1993.40A C.",1993.40A-C,33670
753,carpenter-miles-burkholder.jpg,Luce,0,,,
770,cassatt_mary.jpg,Luce,1,,,
773,J0001338_1b.jpg,Juley,1,"Frederico Castellon, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001338",,
777,portrait_image_113283.jpg,Luce,1,"Photograph by George Kamper.  Courtesy Wendell Castle.
",,
782,portrait_image_113604.jpg,Luce,1,"National Portrait Gallery, Smithsonian Institution, gift of May C. Kinney, Ernest C. Kinney and Bradford Wickes
",,
792,J0079650_1b.jpg,Juley,1,"Gaetano Cecere, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0079650",,
792,J0079654_1b.jpg,Juley,0,"Gaetano Cecere in his studio, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0079654",,
795,portrait_image_113286.jpg,Luce,1,,,
805,J0082440_1b.jpg,Juley,1,"William Chadwick, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0082440",,
807,1981.90_1a.jpg,Permanent Collection,1,"Oliver Chaffee, <i>Myself in the Mirror</i>, ca. 1926, oil on canvas, Smithsonian American Art Museum,Gift of the Kalamazoo City Commission  1981.90.",1981.9,4557
807,J0086922_1b.jpg,Juley,0,"Oliver Chaffee, 1930, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0086922",,
811,portrait_image_113467.jpg,Luce,1,"Private collection of Rene Chambellan photographs from grandson of the artist. Bob Perrone from a digitized image produced by Bert Denaci Copyright 2005 the family of Rene Paul Chambellan.
",,
827,J0001405_1b.jpg,Juley,1,"Charles S. Chapman, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001405",,
840,J0001378_1b.jpg,Juley,1,"William Merritt Chase, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001378",,
842,J0075102_1b.jpg,Juley,1,"C. K. Chatterton, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0075102",,
844,J0001388_1b.jpg,Juley,1,"Edward Chavez, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001388",,
849,J0001403_1b.jpg,Juley,1,"Chen Chi, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001403",,
849,J0001402_1b.jpg,Juley,0,"Chen Chi, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001402",,
859,portrait_image_113705.jpg,Luce,1,"Courtesy Dale Chihuly.
",,
872,portrait_image_113287.jpg,Luce,1,,,
885,J0075425_1b.jpg,Juley,1,"Nicolai Cikovsky, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0075425",,
887,J0001398_1b.jpg,Juley,1,"Gustave Cimiotti, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0001398",,
895,J0074272_1b.jpg,Juley,1,"Cecil Clark Davis, 1931, Peter A. Juley & Son Collection, Smithsonian American Art Museum J0074272
",,
897,1980.123.1_1a.jpg,Permanent Collection,1,"Howard Logan Hildebrandt, <i>Eliot Clark</i>, 1947, oil on canvas, Smithsonian American Art Museum,Gift of Mrs. Eliot Clark  1980.123.1.",1980.123.1,10502
