termID,PathTerm,ThesXrefType
2044066,"Authorities\Attributes\Objects\Subject Specific\Homage\Grant, Ulysses S.",Subject Specific
2044067,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Revere, Paul\full length",Subject Specific
2044069,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Metcalf, Manton B.\waist length",Subject Specific
2044077,Authorities\Attributes\Objects\Subject Specific\Monument\statue\Columbus,Subject Specific
2044079,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\Gamle,Subject Specific
2044080,Authorities\Attributes\Objects\Subject Specific\Landscape\New York\Hyde Park,Subject Specific
2044082,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\Barrow,Subject Specific
2044083,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Roosevelt, Franklin Delano\bust",Subject Specific
2044084,Authorities\Attributes\Objects\Subject Specific\Landscape\Massachusetts\Westford,Subject Specific
2044085,Authorities\Attributes\Objects\Subject Specific\Monument\equestrian\Pulaski,Subject Specific
2044086,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Cutting, Bronson\bust",Subject Specific
2044087,Authorities\Attributes\Objects\Subject Specific\Monument\statue\Brackenridge,Subject Specific
2044088,Authorities\Attributes\Objects\Subject Specific\Monument\statue\Milam,Subject Specific
2044090,Authorities\Attributes\Objects\Subject Specific\Portrait female\unidentified\Laura,Subject Specific
2044092,Authorities\Attributes\Objects\Subject Specific\Object\vegetable\bean,Subject Specific
2044093,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\arcade,Subject Specific
2044094,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\industry\power plant,Subject Specific
2044095,Authorities\Attributes\Objects\Subject Specific\Cityscape\street\Calle Sol,Subject Specific
2044096,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\Notre Dame des Andeleys,Subject Specific
2044097,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\sculpture,Subject Specific
2044098,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Doge's Palace,Subject Specific
2044099,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\industry\mine,Subject Specific
2044100,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\Santa Maria della Salute,Subject Specific
2044101,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\skyscraper,Subject Specific
2044102,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\arch,Subject Specific
2044103,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\St. Ouen,Subject Specific
2044104,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\bell tower,Subject Specific
2044106,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\library,Subject Specific
2044107,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Sterling Memorial Library,Subject Specific
2044108,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\education,Subject Specific
2044109,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\education\Yale University,Subject Specific
2044110,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\education\university,Subject Specific
2044111,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\Boston Stump,Subject Specific
2044112,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\hut,Subject Specific
2044113,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\cottage,Subject Specific
2044114,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\trellis,Subject Specific
2044115,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\farm,Subject Specific
2044116,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\farm\stable,Subject Specific
2044117,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\farm\barn,Subject Specific
2044118,Authorities\Attributes\Objects\Subject Specific\Object\tool\ladder,Subject Specific
2044119,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\Burns Brothers,Subject Specific
2044120,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\industry\fishing,Subject Specific
2044121,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\beauty parlor,Subject Specific
2044122,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\London Stock Exchange,Subject Specific
2044123,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\classical\Parthenon,Subject Specific
2044124,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\religious\Old North Church,Subject Specific
2044125,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\industry\Edison Plant,Subject Specific
2044126,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\Weyhe Gallery,Subject Specific
2044127,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\industry\factory,Subject Specific
2044128,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\Chrysler Building,Subject Specific
2044129,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\Radiator Building,Subject Specific
2044130,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\military,Subject Specific
2044131,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\military\fort,Subject Specific
2044132,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\tavern,Subject Specific
2044133,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\fire escape,Subject Specific
2044135,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\domestic\kitchen,Subject Specific
2044136,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\design,Subject Specific
2044137,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\art building,Subject Specific
2044138,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\wall,Subject Specific
2044139,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\store,Subject Specific
2044140,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\San Xavier Mission,Subject Specific
2044141,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\grocery,Subject Specific
2044142,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\industry\mill,Subject Specific
2044143,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\adobe,Subject Specific
2044144,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\buttress,Subject Specific
2044145,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\pueblo,Subject Specific
2044146,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\steeple,Subject Specific
2044147,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\U. S. Capitol,Subject Specific
2044149,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\bathroom,Subject Specific
2044150,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\town hall,Subject Specific
2044151,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle,Subject Specific
2044152,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Marlborough Street Mansion,Subject Specific
2044153,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\row house,Subject Specific
2044154,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\mansion,Subject Specific
2044155,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\Graceland,Subject Specific
2044156,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\hitching post,Subject Specific
2044157,Authorities\Attributes\Objects\Subject Specific\Cityscape\street\Cliff Road,Subject Specific
2044158,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\Childs Gallery,Subject Specific
2044159,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\gallery,Subject Specific
2044161,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Van Buren, Singleton\bust",Subject Specific
2044163,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Fleischman, Henry P.\bust",Subject Specific
2044165,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Adams, Peter Boylston\bust",Subject Specific
2044167,"Authorities\Attributes\Objects\Subject Specific\Portrait male\White, Julius\bust",Subject Specific
2044169,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Hurd, Benjamin, Jr.\bust",Subject Specific
2044171,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Stone, John\waist length",Subject Specific
2044172,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\warehouse,Subject Specific
2044173,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\shed,Subject Specific
2044174,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\Leaning Tower of Pisa,Subject Specific
2044175,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\New York Furniture Exchange,Subject Specific
2044176,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\industry\storage tank,Subject Specific
2044177,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\Camp Delaware,Subject Specific
2044178,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\Sir George of Calif,Subject Specific
2044179,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\San Pedro Loan and Jewelry Co.,Subject Specific
2044181,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Stuart, Gilbert\bust",Subject Specific
2044183,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Rutherford, Mr.\bust",Subject Specific
2044185,"Authorities\Attributes\Objects\Subject Specific\Portrait male\McIntyre, William\waist length",Subject Specific
2044186,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Powder Tower,Subject Specific
2044187,Authorities\Attributes\Objects\Subject Specific\Cityscape\Malta,Subject Specific
2044190,Authorities\Attributes\Objects\Subject Specific\Landscape\Lebanon\Baalbek,Subject Specific
2044191,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\industry\construction,Subject Specific
2044192,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\railing,Subject Specific
2044193,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\classical\triumphal arch,Subject Specific
2044194,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\awning,Subject Specific
2044196,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Poinsett, Elisha\bust",Subject Specific
2044197,Authorities\Attributes\Objects\Subject Specific\Cityscape\street\Blake Block,Subject Specific
2044198,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\industry\railroad yard,Subject Specific
2044199,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\education\Williams College,Subject Specific
2044200,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\education\college,Subject Specific
2044201,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\education\East College,Subject Specific
2044202,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\Washington,Subject Specific
2044203,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\Longfellow,Subject Specific
2044204,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\Paiz,Subject Specific
2044205,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\Church of San Domingo,Subject Specific
2044207,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Poinsett, Susan\bust",Subject Specific
2044208,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\Convent of Las Monjas,Subject Specific
2044209,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\convent,Subject Specific
2044210,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\Church of the Merced,Subject Specific
2044211,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\Grand Central Hotel,Subject Specific
2044212,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Castle of San Jose,Subject Specific
2044213,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\market,Subject Specific
2044214,Authorities\Attributes\Objects\Subject Specific\Cityscape\Guatemala\Solola,Subject Specific
2044215,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\restaurant,Subject Specific
2044217,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Cadwalader, John\bust",Subject Specific
2044218,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\theater,Subject Specific
2044219,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Adams Theater,Subject Specific
2044220,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\Radio City Deli,Subject Specific
2044221,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\Stephan's Barbershop,Subject Specific
2044222,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\barbershop,Subject Specific
2044223,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\Church of San Francisco,Subject Specific
2044226,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Cox, John\bust",Subject Specific
2044227,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\post office,Subject Specific
2044228,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Sociedad Economica,Subject Specific
2044229,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\domestic\Nelson,Subject Specific
2044231,Authorities\Attributes\Objects\Subject Specific\Cityscape\Mississippi\Jackson,Subject Specific
2044232,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\capitol,Subject Specific
2044233,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\courthouse,Subject Specific
2044235,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Gassoway, John\bust",Subject Specific
2044237,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Tower, John\bust",Subject Specific
2044239,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Wunder, Conrad\bust",Subject Specific
2044241,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Peabody, Eliza Osgood\full length",Subject Specific
2044242,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\gas station,Subject Specific
2044243,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\religious\Church of Las Monjas,Subject Specific
2044244,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\detail\streetlight,Subject Specific
2044245,Authorities\Attributes\Objects\Subject Specific\Object\foliage\laurel,Subject Specific
2044246,Authorities\Attributes\Objects\Subject Specific\Object\tool\hammer,Subject Specific
2044248,Authorities\Attributes\Objects\Subject Specific\Object\weapon\gun,Subject Specific
2044249,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\religious\Santa Maria della Salute,Subject Specific
2044250,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\religious\Sant Pere de Galligans,Subject Specific
2044252,Authorities\Attributes\Objects\Subject Specific\Emblem,Subject Specific
2044253,Authorities\Attributes\Objects\Subject Specific\Emblem\Star of David,Subject Specific
2044254,Authorities\Attributes\Objects\Subject Specific\Emblem\cross,Subject Specific
2044255,Authorities\Attributes\Objects\Subject Specific\Emblem\Fleur-de-lis,Subject Specific
2044256,Authorities\Attributes\Objects\Subject Specific\Emblem\military insignia,Subject Specific
2044257,Authorities\Attributes\Objects\Subject Specific\Emblem\seal,Subject Specific
2044258,Authorities\Attributes\Objects\Subject Specific\Emblem\coat of arms,Subject Specific
2044259,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Schricker, Henry F.\bust",Subject Specific
2044260,"Authorities\Attributes\Objects\Subject Specific\Portrait male\McMillen, D.W.\bust",Subject Specific
2044261,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\studio\Tryon,Subject Specific
2044262,Authorities\Attributes\Objects\Subject Specific\Still life\fruit\pomegranate,Subject Specific
2044263,Authorities\Attributes\Objects\Subject Specific\Literature\Arts Magazine,Subject Specific
2044264,Authorities\Attributes\Objects\Subject Specific\Object\other\candlestick,Subject Specific
2044265,Authorities\Attributes\Objects\Subject Specific\Still life\other\dish,Subject Specific
2044268,Authorities\Attributes\Objects\Subject Specific\Still life\other\linens,Subject Specific
2044269,Authorities\Attributes\Objects\Subject Specific\Still life\written matter,Subject Specific
2044270,Authorities\Attributes\Objects\Subject Specific\Still life\written matter\book,Subject Specific
2044271,Authorities\Attributes\Objects\Subject Specific\Still life\other\container,Subject Specific
2044272,Authorities\Attributes\Objects\Subject Specific\Object\written matter\scroll,Subject Specific
2044273,Authorities\Attributes\Objects\Subject Specific\Object\other\container,Subject Specific
2044274,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Frankenstein, Godfrey\bust",Subject Specific
2044275,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Manship, Paul\knee length",Subject Specific
2044276,Authorities\Attributes\Objects\Subject Specific\Object\other\shell,Subject Specific
2044277,Authorities\Attributes\Objects\Subject Specific\Object\tool\saw,Subject Specific
2044278,Authorities\Attributes\Objects\Subject Specific\Object\musical instrument\guitar,Subject Specific
2044279,Authorities\Attributes\Objects\Subject Specific\Object\written matter\map,Subject Specific
2044280,Authorities\Attributes\Objects\Subject Specific\Object\art object\photograph,Subject Specific
2044282,Authorities\Attributes\Objects\Subject Specific\Object\written matter\poster,Subject Specific
2044283,Authorities\Attributes\Objects\Subject Specific\Still life\written matter\letter,Subject Specific
2044284,Authorities\Attributes\Objects\Subject Specific\Still life\other\cookware,Subject Specific
2044285,Authorities\Attributes\Objects\Subject Specific\Still life\written matter\newspaper,Subject Specific
2044286,Authorities\Attributes\Objects\Subject Specific\Still life\toy\sports equipment,Subject Specific
2044287,Authorities\Attributes\Objects\Subject Specific\Still life\other\sewing tool,Subject Specific
2044289,Authorities\Attributes\Objects\Subject Specific\Still life\trompe l'oeil,Subject Specific
2044290,Authorities\Attributes\Objects\Subject Specific\Still life\written matter\magazine,Subject Specific
2044291,Authorities\Attributes\Constituents\Occupation\craftsman\framemaker,Occupation
2044292,Authorities\Attributes\Objects\Subject Specific\Still life\vegetable\garlic,Subject Specific
2044295,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Dunham, Katherine",Subject Specific
2044297,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Fitzgerald, Ella",Subject Specific
2044299,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Gibson, Althea",Subject Specific
2044301,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Horne, Lena",Subject Specific
2044303,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Jackson, Mahalia",Subject Specific
2044305,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Hurston, Zora Neal",Subject Specific
2044307,"Authorities\Attributes\Objects\Subject Specific\Portrait female\McClendon, Rose",Subject Specific
2044309,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Price, Leontyne",Subject Specific
2044311,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Smith, Bessie",Subject Specific
2044313,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Waters, Ethel",Subject Specific
2044315,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Bunche, Ralph",Subject Specific
2044318,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Davis, Ossie",Subject Specific
2044322,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Johnson, Charles Spurgeon",Subject Specific
2044324,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Hughes, Langston",Subject Specific
2044328,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Lawrence, Jacob",Subject Specific
2044330,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Pippin, Horace",Subject Specific
2044332,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Bubbles, John W.",Subject Specific
2044335,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Baldwin, James",Subject Specific
2044337,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Johnson, James Weldon",Subject Specific
2044339,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Bearden, Romare",Subject Specific
2044341,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Wright, Richard",Subject Specific
2044344,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Walker, Margaret",Subject Specific
2044348,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Villa Malta,Subject Specific
2044349,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Carcassone Castle,Subject Specific
2044350,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\castle\Versailles Palace,Subject Specific
2044351,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Alcazar Castle,Subject Specific
2044352,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Castillo de Bagor,Subject Specific
2044353,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Windsor Castle,Subject Specific
2044354,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\castle\Schleissheim Palace,Subject Specific
2044355,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\domestic\foyer,Subject Specific
2044356,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Castle Rushen,Subject Specific
2044357,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Barberini Palace,Subject Specific
2044358,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Smith, Ada ""Bricktop""",Subject Specific
2044360,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Smith, Ada Beatrice Queen Victoria Louise",Subject Specific
2044362,Authorities\Attributes\Objects\Subject Specific\Object\flower\gladiolus,Subject Specific
2044363,Authorities\Attributes\Objects\Subject Specific\Still life\other\smoking materials,Subject Specific
2044364,Authorities\Attributes\Objects\Subject Specific\Monument\equestrian\Scott,Subject Specific
2044365,Authorities\Attributes\Objects\Subject Specific\Landscape\New York\Plattsburgh,Subject Specific
2044366,Authorities\Attributes\Objects\Subject Specific\Monument\memorial\Macdonough,Subject Specific
2044367,Authorities\Attributes\Objects\Subject Specific\Still life\flower\straw flower,Subject Specific
2044369,Authorities\Attributes\Objects\Subject Specific\Allegory\place\Alabama,Subject Specific
2044370,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\commercial\market,Subject Specific
2044371,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\commercial\Parenti's Market,Subject Specific
2044372,Authorities\Attributes\Objects\Subject Specific\Monument\memorial\Corning,Subject Specific
2044375,Authorities\Attributes\Objects\Subject Specific\Still life\other\flatware,Subject Specific
2044376,Authorities\Attributes\Objects\Subject Specific\Still life\other\appliance,Subject Specific
2044380,Authorities\Attributes\Objects\Subject Specific\Object\flower\magnolia,Subject Specific
2044381,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Elzy, Ruby",Subject Specific
2044383,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Hines, Altonell",Subject Specific
2044385,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Sullivan, Maxine",Subject Specific
2044387,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Washington, Fredi",Subject Specific
2044389,"Authorities\Attributes\Objects\Subject Specific\Portrait male\White, Josh",Subject Specific
2044392,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Robinson, Bill ""Bojangles""",Subject Specific
2044394,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Swanson, Howard",Subject Specific
2044396,Authorities\Attributes\Objects\Subject Specific\Object\fruit\orange,Subject Specific
2044397,Authorities\Attributes\Objects\Subject Specific\Object\fruit\cantaloupe,Subject Specific
2044398,Authorities\Attributes\Objects\Subject Specific\Object\foodstuff,Subject Specific
2044399,Authorities\Attributes\Objects\Subject Specific\Object\foodstuff\egg,Subject Specific
2044400,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\Smithsonian Institution,Subject Specific
2044401,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\Freer Gallery of Art,Subject Specific
2044402,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\art building\gallery,Subject Specific
2044403,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\art building\Metropolitan Museum of Art,Subject Specific
2044404,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\art building\museum,Subject Specific
2044405,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\art building\Renwick Gallery,Subject Specific
2044407,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\Louvre,Subject Specific
2044408,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\Art Palace,Subject Specific
2044409,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\Serra Museum,Subject Specific
2044410,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\museum,Subject Specific
2044411,Authorities\Attributes\Objects\Subject Specific\Still life\art tool\brayer,Subject Specific
2044412,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\Fine Arts Work Center,Subject Specific
2044413,Authorities\Attributes\Objects\Subject Specific\Object\foodstuff\cake,Subject Specific
2044414,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\Museum of Modern Art,Subject Specific
2044415,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Old Executive Office Building,Subject Specific
2044416,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Tour de Solidor,Subject Specific
2044417,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\classical\aqueduct,Subject Specific
2044419,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Palace of Popes,Subject Specific
2044420,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Villa Palmieri,Subject Specific
2044421,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Grand Trianon,Subject Specific
2044422,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Versailles Palace,Subject Specific
2044423,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Castle of Montezuma,Subject Specific
2044424,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Villa Falconieri,Subject Specific
2044425,Authorities\Attributes\Objects\Subject Specific\Object\flower\dogwood,Subject Specific
2044426,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Castle Oberlahnstein,Subject Specific
2044427,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Marksburg Castle,Subject Specific
2044428,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Castle Schonburg,Subject Specific
2044429,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Castle Rheinfels,Subject Specific
2044430,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Caernarvon Castle,Subject Specific
2044431,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Castle Rheinstein,Subject Specific
2044432,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Castle Deurenberg,Subject Specific
2044433,Authorities\Attributes\Objects\Subject Specific\Still life\written matter\sheet music,Subject Specific
2044435,Authorities\Attributes\Objects\Subject Specific\Still life\fruit\fig,Subject Specific
2044436,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Chateau du Chatelard,Subject Specific
2044437,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Stirrenberg Castle,Subject Specific
2044438,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Liebenstein Castle,Subject Specific
2044439,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Castle Reichenberg,Subject Specific
2044441,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\castle\Chateau d'If,Subject Specific
2044442,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\castle\Hoyt Mansion,Subject Specific
2044443,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\castle\mansion,Subject Specific
2044444,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\art building\Panama Pacific International Exposition,Subject Specific
2044445,Authorities\Attributes\Objects\Subject Specific\Cityscape\Italy\Naples,Subject Specific
2044446,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\castle\Chateau de Chaalis,Subject Specific
